sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr1:149509645-205922707,3623810,1.0069375074155775,100,1,33.36171257281382,26.07481846948632,13.0,1113.0038657910438,0,1114,1114,25.0,4.36145500373206,75.33534132281147,3598844,668,6.0,13.0,31.0,0.99949859652096,1903.6307415042445,13131998916100,15.103036516514528,2.714895817413138,1.0034627583600586,1.0139231438402962,0.0069135536335546,-4.974271499365057,10.0,10000,4.605170185988092,1.5271796258079011,1.0,1,0.0,0.0,5.775959883241384,1113.0038657910438,3.507408912288415,1.2548775632455544,5.106350797730833,679.896158216665,3.2609700390020584,1.1820247090931133,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,33.36171257281382,1238777.6052658078,7.01481782457683,1.9480247438055,0.0,0,-23.025850929940457,0.0,33.37663853655727,1240996,7.01571242048723,1.9481522651316343,33.37663853655727,1240996,7.01571242048723,1.9481522651316343,5.0,625.0,3.218875824868201,1.169032175887056,2.08840968292432,19.022289749579425,1.4728057181423002,0.3871692334266821,8.679593384647202,5675.413652224506,4.321949364976531,1.4637065423697284,1897.0619388939308,12951678136336,15.096123240748016,2.714437971834464,25.84569596664017,446224,6.504288173536645,1.8724616783883083,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,5.5677643628300215,961.0,3.4339872044851463,1.2337220363428747,0.999749266826918,0.9989974444473688,-0.0005015292237987,0.0
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr2:162200000-234003741,4142139,1.003393303167947,58,1,25.78955890355612,20.24215577408862,11.0,665.1013484399907,0,403,403,15.0,2.591196793008069,8.198129806840466,4128132,376,6.0,11.0,21.0,0.9992188154737996,2035.224557634857,17157315495321,15.236722879041896,2.723708492951733,1.001695214707521,1.0067981208422836,0.0033875589057662,-5.68764570377142,7.615773105863909,3364,4.060443010546419,1.4012920835590674,1.0,1,0.0,0.0,5.078342141246109,665.1013484399907,3.249969716356377,1.178645678254041,4.4991283349209565,409.7448703824692,3.007767349324917,1.1011980591219648,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,25.78955890355612,442359.803696694,6.499939432712754,1.8717928588139865,0.0,0,-23.025850929940457,0.0,20.07485989988473,162409,5.998936561946683,1.7915822138436943,20.07485989988473,162409,5.998936561946683,1.7915822138436943,3.872983346207417,225.0,2.70805020110221,0.9962288929513948,1.6097194764952274,6.714300820095302,0.9521198512268212,-0.049064357968954,2.863237644143508,67.2093323298061,2.1039060559212284,0.7437956436510593,2031.7804999556424,17041473809424,15.233335562376476,2.7234861555587218,19.39071942966532,141376,5.929589143389895,1.7799549261894412,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.58257569495584,441.0,3.044522437723423,1.1133440539599853,0.9996093314259324,0.9984382411968632,-0.0007814898098312,0.0
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr2:16329724-21153113,276983,1.002922049707433,18,1,27.24400735459269,20.65132143516658,11.0,742.2359367371006,0,215,215,15.0,2.632255840919737,7.610475095874941,276177,216,6.0,11.0,21.0,0.9993034747973056,526.2917441875751,76719582289,12.531711411444991,2.528262344692412,1.00145995911341,1.0058526377893586,0.0029177888185213,-5.836929203494578,4.242640687119285,324,2.8903717578961645,1.0613851298016763,1.0,1,0.0,0.0,5.219579231565768,742.2359367371006,3.304833583331784,1.1953861190349218,4.544372501805566,426.4770770185706,3.027779309377392,1.1078294496223196,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,27.24400735459269,550914.1857840011,6.609667166663569,1.8885332995948672,0.0,0,-23.025850929940457,0.0,14.66287829861518,46225,5.3706380281276624,1.6809467148946111,14.66287829861518,46225,5.3706380281276624,1.6809467148946111,3.872983346207417,225.0,2.70805020110221,0.9962288929513948,1.622422830497567,6.928770812056073,0.967841212735929,-0.032687241590832,2.7587089545428567,57.919331184932695,2.0295256003946625,0.7078020713560419,525.5254513341861,76273735329,12.528797243499357,2.5280297741569213,14.696938456699067,46656,5.375278407684165,1.6818103694507691,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.58257569495584,441.0,3.044522437723423,1.1133440539599853,0.999651676734104,0.9986074347419692,-0.0006967678890713,0.0
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr3:60000-66170270,4150332,1.0039972828926742,67,1,30.18707891573834,24.386766780951906,12.0,911.2597334650144,0,246,246,22.0,2.179424811811588,4.939131150877527,4133809,247,6.0,12.0,28.0,0.9994264158658,2037.2363633118275,17225255710224,15.238698889007052,2.7238381718768,1.001996648144431,1.0080105440558724,0.0039893149836784,-5.524135746108235,8.18535277187245,4489,4.204692619390966,1.436201191916192,1.0,1,0.0,0.0,5.4942769238306814,911.2597334650144,3.407413982354455,1.2259536406468745,4.938295938980562,594.7143940285393,3.1940406401339323,1.1612867736110373,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,30.187078915738343,830394.301834729,6.81482796470891,1.91910082120682,0.0,0,-23.025850929940457,0.0,15.684387141358124,60516,5.5053315359323625,1.7057169928720943,15.684387141358124,60516,5.5053315359323625,1.7057169928720943,4.69041575982343,484.0,3.091042453358316,1.1285083975617491,1.476287509874546,4.7498925103399765,0.7790609941941954,-0.2496659381095193,2.222415611643674,24.395016525568764,1.5971894353418972,0.4682454816983875,2033.177070498288,17088376848481,15.234709815931048,2.723576365057785,15.716233645501712,61009,5.5093883366279774,1.7064536073163994,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,5.291502622129181,784.0,3.332204510175204,1.2036341000246709,0.9997131667962568,0.9988531607303592,-0.0005737486965093,0.0
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,6097922,1.004316408842709,68,1,21.63555073535724,16.99133457351012,10.0,468.0970556222173,0,223,223,13.0,2.8436468916814497,9.531585930218272,6071715,224,5.0,10.0,18.0,0.9988716323801812,2469.3970924094,37184652718084,15.623458615369488,2.7487735421400177,1.0021558805109658,1.0086514490707157,0.0043071198704688,-5.447485841751401,8.246211251235321,4624,4.219507705176107,1.439718463701693,1.0,1,0.0,0.0,4.651403093192122,468.0970556222172,3.074337829112377,1.123089537943411,4.122054654357474,288.70545058896033,2.832703483129228,1.0412315500438003,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,21.63555073535724,219114.8534821892,6.148675658224754,1.816236718503356,0.0,0,-23.025850929940457,0.0,14.933184523068078,49729,5.407171771460119,1.6877261782437236,14.933184523068078,49729,5.407171771460119,1.6877261782437236,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,1.686311623538618,8.08632764456957,1.0450873451895315,0.0441004658372609,3.0873266639956114,90.85113034513492,2.2546111183242448,0.8129775050116126,2464.085022883748,36865723041225,15.619151660197144,2.748497831809694,14.966629547095764,50176,5.41164605185504,1.6885533075517642,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,4.242640687119285,324.0,2.8903717578961645,1.0613851298016763,0.9994356569485509,0.9977445379738478,-0.0011290047058514,0.0
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr5:91686128-138787073,2650540,1.0044763992347827,72,1,26.04901485229946,20.063916756893185,11.0,678.5511747753179,0,264,264,15.0,2.6169798495678345,7.778618826786033,2638729,265,6.0,11.0,21.0,0.9992256411582646,1628.047910842921,7025362291600,14.790273950788292,2.693969799254904,1.0022357004391644,1.0089728366196746,0.004466409959291,-5.411170334145467,8.48528137423857,5184,4.276666119016055,1.453173761903945,1.0,1,0.0,0.0,5.1038235522301765,678.5511747753179,3.259979949914196,1.181721045026634,4.479276365317637,402.5607556275392,2.998923015562976,1.0982532294017042,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,26.04901485229946,460431.696788964,6.519959899828391,1.8748682255865792,0.0,0,-23.025850929940457,0.0,16.24807680927192,69696,5.575949103146316,1.7184625455733635,16.24807680927192,69696,5.575949103146316,1.7184625455733635,3.872983346207417,225.0,2.70805020110221,0.9962288929513948,1.6177082090314787,6.848583533044086,0.9620209236971324,-0.0387190783480433,2.7890175379129536,60.50691085243013,2.051378793739476,0.7185121493801399,1624.4165106277392,6962890735441,14.785807919799405,2.693667796370115,16.278820596099706,70225,5.579729825986222,1.7191403569389776,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.58257569495584,441.0,3.044522437723423,1.1133440539599853,0.9996127455961455,0.998451881948145,-0.0007746588124098,0.0
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr1:149509645-205922707,4181827,1.0065258402864794,74,1,20.226832226090654,17.8198675480749,12.0,409.1247419024194,0,923,923,13.0,6.512971916326998,168.27323040352445,4154715,599,7.0,12.0,20.0,0.9986563659117428,2044.9515886690328,17487677057929,15.246258790348428,2.724334147733212,1.0032576141183676,1.0130942671644034,0.0065046391774716,-5.035239637046245,8.602325267042627,5476,4.30406509320417,1.4595599466308458,1.0,1,0.0,0.0,4.497425066200732,409.1247419024194,3.00701005098426,1.1009462465296584,4.221358495564538,317.54767943093293,2.8803139892470773,1.0578993122492897,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,20.226832226090654,167383.05443672126,6.014020101968519,1.7940934270896036,0.0,0,-23.025850929940457,0.0,30.380915061926625,851929,6.827629234502852,1.9209775027113485,30.380915061926625,851929,6.827629234502852,1.9209775027113485,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,2.552052490903547,42.41880318286417,1.8737958676137727,0.6279662491817736,12.97201720641491,28315.880070437623,5.125589029742979,1.6342454510529991,2038.3118014670863,17261656731225,15.23975439186138,2.723907434109041,24.47447650104084,358801,6.395261598115449,1.8555573408580213,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,4.47213595499958,400.0,2.995732273553991,1.0971887003649488,0.9993279571350652,0.9973145371760488,-0.0013445375739322,0.0
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr2:162200000-234003741,5105866,1.0038852913968548,62,1,15.558991149137634,15.258521548705437,11.0,242.08220557894325,0,381,381,12.0,3.1797641062685487,17.036368177355985,5086106,355,6.0,11.0,18.0,0.9978421345486196,2259.616339116001,26069867609956,15.445900632804255,2.737343636927121,1.0019407624190435,1.007785678282948,0.0038777631455684,-5.552496800466212,7.874007874011811,3844,4.127134385045092,1.417583312645218,1.0,1,0.0,0.0,3.944488705667394,242.08220557894325,2.744638680474616,1.009649438055338,3.906215758084215,232.82247985230816,2.725138137067425,1.0025191193321934,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,15.558991149137634,58603.79425796574,5.489277360949232,1.7027966186152834,0.0,0,-23.025850929940457,0.0,19.519221295943137,145161,5.942799375126701,1.782180297633095,19.519221295943137,145161,5.942799375126701,1.782180297633095,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,1.7831893074680962,10.110899771513822,1.1568070136218866,0.1456636353551304,4.127513558712556,290.2378406744277,2.8353503635529584,1.0421655145712136,2255.239676841466,25868474243236,15.442023066272778,2.7370925636216032,18.841443681416774,126025,5.872117789475416,1.7702153506265932,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.242640687119285,324.0,2.8903717578961645,1.0613851298016763,0.9989204845975578,0.9956889254805454,-0.0021601969977462,0.0
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr2:16329724-21153113,323283,1.0034453538937156,37,1,15.75832468860509,14.620658401981538,11.0,248.3247969915007,0,178,178,11.0,3.3219876665759,14.761345698752848,322174,179,6.0,11.0,17.0,0.9979032278690584,568.5798097013294,104511898089,12.686283379590517,2.540521360940343,1.0017211956895569,1.006902578250884,0.0034394322595081,-5.672448862058232,6.082762530298219,1369,3.610917912644224,1.2839620094543296,1.0,1,0.0,0.0,3.969675640226175,248.32479699150068,2.7573687772948814,1.0142768834501434,3.823696954778391,213.76365210743336,2.68243548764288,0.9867251458925684,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,15.75832468860509,61665.20480087004,5.514737554589763,1.7074240640100888,0.0,0,-23.025850929940457,0.0,13.341664064126334,31684,5.181783550292085,1.6451493117368805,13.341664064126334,31684,5.181783550292085,1.6451493117368805,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,1.8226320710927644,11.035602056882391,1.2005632985339705,0.1827908620979664,3.842049674165191,217.8973268380892,2.6920119870186374,0.9902888646026706,567.6037350123764,103796086276,12.682847051248617,2.540250454661369,13.379088160259652,32041,5.187385805840755,1.6462298719826172,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,4.123105625617661,289.0,2.833213344056216,1.0414115247747806,0.9989510638009544,0.995810852191486,-0.0020989734352534,0.0
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr3:60000-66170270,4797079,1.004183505704514,77,1,17.544047922850943,16.6909776757632,12.0,307.79361751929054,0,200,200,12.0,2.7584150447761058,9.881898816097571,4777095,201,7.0,12.0,19.0,0.9982914456823097,2190.2235045766447,23011966932241,15.38351774897482,2.733296660224594,1.0020895697014884,1.008384513129008,0.0041747791743838,-5.478693814441312,8.774964387392123,5929,4.343805421853684,1.4687507892374685,1.0,1,0.0,0.0,4.1885615577249125,307.7936175192905,2.864714742692508,1.0524687789592209,4.08545929801818,278.58873577282554,2.81486831449393,1.0349154805663303,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,17.544047922850943,94736.9109856113,5.729429485385015,1.7456159595191665,0.0,0,-23.025850929940457,0.0,14.142135623730953,40000,5.298317366548036,1.6673892921414593,14.142135623730953,40000,5.298317366548036,1.6673892921414593,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,1.6608476886144936,7.608853559247166,1.0146562556400347,0.0145498907399594,3.143548761526942,97.65192421159058,2.2907046811581813,0.8288594912595164,2185.6566519012085,22820636639025,15.379343179132698,2.7330252569973386,14.177446878757824,40401,5.303304908059076,1.6683301937789266,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,4.358898943540674,361.0,2.9444389791664403,1.0799182995220822,0.9991453576343684,0.996585810522476,-0.0017100155612651,0.0
