sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr10:18024675-38818835,1155971,1.0837488902076706,7,1,4.916953314942956,5.649954717702847,4.0,24.17642990132852,0,44,44,6.0,1.6359004488261997,3.347190594824262,1066642,45,2.0,4.0,8.0,0.9738017059788238,1075.1609181885287,1336268952841,13.960451241394598,2.636228420693956,1.0410326076582186,1.1745116570263576,0.0804262250822592,-2.520414973368036,2.6457513110645907,49,1.9459101490553128,0.6657298105782764,1.0,1,0.0,0.0,2.2174204190777527,24.17642990132852,1.5926890937625915,0.4654238416114122,2.3769633395790617,31.92198831209265,1.731647530560365,0.5490732851350333,2.0,16.0,1.3862943611198906,0.3266342599782809,4.916953314942956,584.4997627738518,3.1853781875251834,1.1585710221713574,0.0,0,-23.025850929940457,0.0,6.6332495807108,1936,3.784189633918261,1.3308317646057786,6.6332495807108,1936,3.784189633918261,1.3308317646057786,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,1.279023240143118,2.6761702784697614,0.4921933859783639,-0.7088835787864066,1.8295328897902496,11.20368487808,1.208121365580776,0.1890665626620385,1032.783617220955,1137725156164,13.880025953834458,2.6304508249497096,6.708203932499369,2025,3.80666248977032,1.3367528183009176,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,0.986813916591585,0.9482897625672676,-0.0265475833570429,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr10:51448845-125869472,4321232,1.085576574510242,8,1,5.0152750105642045,6.034376328321343,5.0,25.15298343158978,0,43,43,7.0,1.3320983588763515,1.805716025480153,3980588,44,2.0,5.0,9.0,0.9747069392035914,2078.757321093542,18673045997824,15.279051104747913,2.726482681335447,1.0419100606627436,1.1784764991253909,0.0821112509253095,-2.499680232627645,2.8284271247461903,64,2.079441541679836,0.7320993680864453,1.0,1,0.0,0.0,2.2394809690113924,25.15298343158978,1.6124882575104134,0.4777784874971906,2.456496759273528,36.413697671804975,1.797472506760471,0.5863815152307064,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,5.0152750105642045,632.67257550983,3.2249765150208267,1.170925668057136,0.0,0,-23.025850929940457,0.0,6.557438524302,1849,3.7612001156935615,1.3247380861805318,6.557438524302,1849,3.7612001156935615,1.3247380861805318,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.1541656548677717,1.774486037721069,0.2867554123922011,-1.24912564819978,1.3437693349232795,3.2606103646758404,0.5909572031408667,-0.526011678511336,1995.141097767273,15845080825744,15.196940105041802,2.7210940987080496,6.6332495807108,1936,3.784189633918261,1.3308317646057786,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9872724746510416,0.9500536173316336,-0.0256184283418656,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr11:96437584-134946516,2070520,1.0841412171272238,8,1,5.027433123740483,5.74096488371192,4.0,25.275083813683,0,52,52,6.0,1.4939589433868028,2.478409925501395,1909826,53,2.0,4.0,8.0,0.974930506516958,1438.9301581383302,4287053070400,14.54331034142364,2.677131117541816,1.0412210222268967,1.1753621786740982,0.0807881686351254,-2.515924751959783,2.8284271247461903,64,2.079441541679836,0.7320993680864453,1.0,1,0.0,0.0,2.242193819396638,25.27508381368299,1.6149095404857905,0.4792789430227825,2.396031069020584,32.95867779601341,1.747627294412206,0.5582590361994371,2.0,16.0,1.3862943611198906,0.3266342599782809,5.027433123740484,638.8298617887004,3.229819080971581,1.172426123582728,0.0,0,-23.025850929940457,0.0,7.211102550927978,2704,3.951243718581428,1.3740303948169557,7.211102550927978,2704,3.951243718581428,1.3740303948169557,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,1.2222761322167766,2.2319133245254124,0.4014296053335533,-0.9127230901489638,1.5742966446960989,6.142515758823831,0.9076171954744956,-0.0969325801623866,1381.964543684099,3647435350276,14.462522696396563,2.671560661845897,7.280109889280518,2809,3.970291913552122,1.3788396218579066,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,0.987385692886502,0.9504894925374124,-0.0253890858917221,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr12:37856694-109373470,4451976,1.088304719141555,10,1,5.200471267381022,6.225668185134982,5.0,27.04490140285557,0,89,89,7.0,1.431361490446193,2.5158423200607896,4090745,87,2.0,5.0,9.0,0.9763037875184876,2109.970615909141,19820090304576,15.308858600527463,2.728431654344853,1.043218442677062,1.1844071617057788,0.0846211819611021,-2.4695706659184418,3.1622776601683795,100,2.302585092994046,0.834032445247956,1.0,1,0.0,0.0,2.280454180066116,27.04490140285557,1.6487492498233858,0.5000169700520954,2.495128891487368,38.7589443514019,1.828680775567863,0.6035948192210359,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,5.200471267381022,731.4266918901791,3.297498499646772,1.1931641506120407,0.0,0,-23.025850929940457,0.0,9.433981132056603,7921,4.48863636973214,1.5015489517809617,9.433981132056603,7921,4.48863636973214,1.5015489517809617,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.1963952066295622,2.048795716332348,0.3586260825415612,-1.025474986095938,1.5861406999572232,6.329462579408856,0.9226076659922532,-0.0805511987749521,2022.5590226245563,16734194655025,15.22423766302064,2.722888740947972,9.327379053088816,7569,4.465908118654584,1.4964725796851872,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9880808608198458,0.953169085522944,-0.0239814832963057,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr12:7239876-34856694,1721771,1.0875726092328373,8,1,5.152899529155199,6.123535419955241,5.0,26.552373557567872,0,69,69,6.0,1.555014718807799,3.0953851165086466,1583133,70,2.0,5.0,8.0,0.9759092791092222,1312.1627185680898,2964495376441,14.35886397022526,2.6643674497821137,1.0428674936121258,1.1828141803535217,0.0839482488625327,-2.477554754967,2.8284271247461903,64,2.079441541679836,0.7320993680864453,1.0,1,0.0,0.0,2.269999896289689,26.55237355756788,1.6395595716118974,0.4944276518738678,2.474577826611085,37.49768603944641,1.8121396127288665,0.594508253620034,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,5.152899529155199,705.0285415406296,3.2791191432237943,1.187574832433813,0.0,0,-23.025850929940457,0.0,8.306623862918075,4761,4.23410650459726,1.4431723270012284,8.306623862918075,4761,4.23410650459726,1.4431723270012284,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,1.2470022930242746,2.418070775708898,0.4414850110576535,-0.8176112095537278,1.759370659215575,9.581409019503248,1.1299123302238805,0.1221400458417927,1258.22613229896,2506310095689,14.274916353021796,2.6585038958416694,8.366600265340756,4900,4.248495242049359,1.4465648595477707,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,0.9878812069825108,0.9523989210514816,-0.0243856486216788,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr13:19020000-86760324,3780069,1.0853412977171784,42,1,4.947621027933769,5.667901482698028,4.0,24.4789538360524,0,65,65,6.0,1.5670912014159395,2.8638358256341188,3482840,63,2.0,4.0,8.0,0.9740038832125456,1944.2399543266256,14288921644761,15.145252821397422,2.7176871377302554,1.0417971480653891,1.1779657325304087,0.0818944976367631,-2.50232347430236,6.48074069840786,1764,3.737669618283368,1.3184623205053283,1.0,1,0.0,0.0,2.224324847663616,24.478953836052405,1.598906860637782,0.4693201836486042,2.380735491964201,32.1251072175705,1.7348189403608685,0.5509030508125273,2.0,16.0,1.3862943611198906,0.3266342599782809,4.947621027933769,599.2191809075846,3.197813721275564,1.1624673642085497,0.0,0,-23.025850929940457,0.0,8.06225774829855,4225,4.174387269895637,1.4289675858306226,8.06225774829855,4225,4.174387269895637,1.4289675858306226,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,1.2518351334804194,2.4557748335552527,0.4492211629667508,-0.8002399446569283,1.6922871581484389,8.201555636185455,1.0521619240035731,0.0508470226265141,1866.2368552785576,12130174465600,15.063358610882704,2.7122652128383824,7.937253933193772,3969,4.143134726391533,1.4214526816086592,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,0.9869163506663295,0.9486835645131182,-0.0263399884763527,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr14:19000000-107289540,5326348,1.086721260334756,14,1,5.022695776508948,6.1415956413214285,5.0,25.227472863360823,0,113,113,7.0,1.427436017436331,3.8690136520004703,4901302,105,2.0,5.0,9.0,0.9746988747413696,2307.8882121974625,28369983017104,15.488176383063744,2.740076918838676,1.0424592367736765,1.1809630976635606,0.0831651450204029,-2.486926948973914,3.741657386773941,196,2.6390573296152584,0.9704217812773648,1.0,1,0.0,0.0,2.241137161467131,25.227472863360827,1.6139667968395306,0.4786949976656001,2.478224291972264,37.71919702149837,1.8150845848337336,0.5961320698450965,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,5.022695776508948,636.4253870716068,3.227933593679061,1.1718421782255457,0.0,0,-23.025850929940457,0.0,10.63014581273465,12769,4.727387818712341,1.553372791752763,10.63014581273465,12769,4.727387818712341,1.553372791752763,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.1947535383652692,2.0375735838744933,0.3558798401328925,-1.033162132822001,1.96698084688196,14.969266639366015,1.3529996042726236,0.302324056707177,2213.8884344067565,24022761295204,15.40501144207078,2.734692874798812,10.246950765959598,11025,4.653960350157523,1.537718545324583,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9872683904295576,0.950037896422092,-0.0256267021062754,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr15:29209443-82829645,3505020,1.089464241532067,8,1,5.213885694248904,6.6740936287084685,5.0,27.18460403269337,0,62,62,7.0,1.175142996446359,1.4593202635249938,3217197,61,3.0,5.0,10.0,0.9763550538921608,1872.1698640881923,12285165200400,15.06970678456864,2.712686555552543,1.04377403758288,1.186932333577042,0.0856860538745338,-2.45706519853977,2.8284271247461903,64,2.079441541679836,0.7320993680864453,1.0,1,0.0,0.0,2.283393460236081,27.18460403269337,1.6513253924188536,0.5015782335979441,2.583426722148021,44.54352576476697,1.8982334091052868,0.6409236689730701,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,5.213885694248903,739.0026964143285,3.3026507848377067,1.1947254141578894,0.0,0,-23.025850929940457,0.0,7.874007874011811,3844,4.127134385045092,1.417583312645218,7.874007874011811,3844,4.127134385045092,1.417583312645218,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.0840401267694657,1.380961062096927,0.1613898392946713,-1.8239324786925613,1.2080232876583936,2.1296156315346573,0.3779707543794323,-0.9729384557222944,1793.6546490336427,10350356536809,14.98402104152374,2.7069843694069347,7.810249675906654,3721,4.110873864173311,1.4136356249281932,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9881068028771792,0.9532691912607644,-0.0239289739970899,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr16:46385801-88389383,2522185,1.146456065135019,44,1,86.61083419408459,14.142665063625431,5.0,7501.436599795212,0,2556,2556,7.0,15.023182736456771,268.19399913439827,2199985,2223,2.0,5.0,9.0,0.999866374289506,1588.1388478341555,6361417174225,14.740636147297264,2.690608043719825,1.0707268863417128,1.314361509284871,0.1366755017224393,-1.990145763291848,6.6332495807108,1936,3.784189633918261,1.3308317646057786,1.0,1,0.0,0.0,9.30649419459791,7501.436599795213,4.461424913910524,1.4954682024306176,3.760673485378042,200.0149751018913,2.649196119627231,0.97425624289382,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,86.61083419408459,56271551.06074715,8.922849827821048,2.188615382990563,0.0,0,-23.025850929940457,0.0,50.55689863905816,6533136,7.846198815497425,2.060029187193237,50.55689863905816,6533136,7.846198815497425,2.060029187193237,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,3.875975069122191,225.6960195329728,2.709594523785632,0.9967990014777643,16.376629663468556,71928.02117170162,5.591710596005162,1.721285250374304,1483.234640911545,4839934000225,14.603961100123485,2.681292800144505,47.148700936505136,4941729,7.706612913964197,2.042078780280108,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9999331849126252,0.9997327664348424,-0.0001336346392046,0.0
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr17:34725848-62410760,1992374,1.0905895193877204,11,1,5.5642438912723575,7.315472453293294,6.0,30.960810081561743,0,83,83,7.0,1.4169010618251932,4.981931277827968,1826879,84,3.0,6.0,10.0,0.9791759827891744,1411.5147891538368,3969554155876,14.504837450507685,2.6744822110650515,1.044312941310085,1.189385499798339,0.0867183935129059,-2.445089266451944,3.3166247903554,121,2.3978952727983707,0.874591382923689,1.0,1,0.0,0.0,2.358864958252667,30.960810081561743,1.7163611069021694,0.5402064141850519,2.704713007565368,53.51613721489301,1.989991619302819,0.6881304273219145,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,5.5642438912723575,958.5717609065352,3.4327222138043383,1.2333535947449972,0.0,0,-23.025850929940457,0.0,9.1104335791443,6889,4.418840607796598,1.4858773557530185,9.1104335791443,6889,4.418840607796598,1.4858773557530185,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.1903365330129094,2.00760861900136,0.3484721359879984,-1.0541970061014505,2.2320240316421254,24.81963925700061,1.6058176226517076,0.4736330490834357,1351.6208787970097,3337486880641,14.418119604376551,2.6684857214380995,9.16515138991168,7056,4.430816798843313,1.4885839460327333,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.989533214596243,0.9587856052711456,-0.0210438949052131,0.0
