sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr15:29209443-82829645,3144170,1.5204188856377023,27,1,12.660381221611308,8.743099009460513,5.0,160.28525267652824,0,250,250,8.0,5.201696329668789,43.32937039488101,2067964,249,2.0,5.0,10.0,0.9892321175183733,1773.180757847321,9885804988900,14.961060502316256,2.705450859226074,1.2330526694499722,2.3116735878037926,0.4189858795486429,-0.8699180599891033,5.196152422706632,729,3.295836866004329,1.1926601162848087,1.0,1,0.0,0.0,3.558142945640508,160.28525267652824,2.5384775285542367,0.9315645031125308,2.956873181159536,76.44178028922941,2.16826470456109,0.7739271723240303,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,12.660381221611308,25691.362225578505,5.076955057108473,1.624711683672476,0.0,0,-23.025850929940457,0.0,15.811388300841896,62500,5.521460917862246,1.7086424843059955,15.811388300841896,62500,5.521460917862246,1.7086424843059955,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.280722764754364,27.05764470608976,1.6489847896341034,0.5001598195410476,6.582504872378069,1877.434338816791,3.7688307051796217,1.3267647955737596,1438.0417240122067,4276475105296,14.542075106335142,2.6770461790017057,15.7797338380595,62001,5.517452896464707,1.7079163219967186,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9946014867867295,0.9785801823298846,-0.0108262756872961,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr16:46385801-88389383,2826680,1.8518351097108856,239,1,403.09703011376297,53.14308821544763,5.0,162487.21568653593,0,10086,10086,8.0,12.704351423367214,197.7995683524062,1526422,6623,2.0,5.0,10.0,0.999950462878344,1681.2733269757182,7990119822400,14.854613436069982,2.698310486096679,1.3608214834102546,3.429293273557928,0.6161770986268273,-0.4842208589973584,15.459624833740309,57121,5.476463551931511,1.700459555401444,1.0,1,0.0,0.0,20.07727646155631,162487.21568653593,5.999177302479415,1.7916223435733314,7.289930604295738,2824.187825074848,3.972988053348524,1.379518469868093,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,403.09703011376297,26402095261.562847,11.99835460495883,2.484769524133277,0.0,0,-23.025850929940457,0.0,100.42907945411032,101727396,9.21890360263667,2.221256115382211,100.42907945411032,101727396,9.21890360263667,2.221256115382211,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,3.5643164033748764,161.40054508841257,2.541944566540886,0.9329293655038704,14.064123447709289,39124.66924039821,5.287254236943593,1.6652990632814992,1235.484520340097,2329964122084,14.238436992570197,2.655945138201856,81.38181615078395,43864129,8.798303718484979,2.174558943640636,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9999752311324236,0.9999009282106144,-4.953834865973963e-05,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr17:396626-21566608,970634,1.4691661495148864,19,1,11.662291935547522,8.708012005975743,5.0,136.00905318993676,0,226,226,9.0,4.073629809085886,29.6886943508065,660671,215,2.0,5.0,11.0,0.9883182599558638,985.2075923377772,942130361956,13.785704745218148,2.623632167232673,1.2120916423748191,2.158449174880398,0.384694994618236,-0.9553044804386708,4.358898943540674,361,2.9444389791664403,1.0799182995220822,1.0,1,0.0,0.0,3.415009800212515,136.00905318993676,2.456360725546797,0.8986808747224238,2.950934090415396,75.82947309621768,2.164243522100765,0.7720708879711196,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,11.662291935547522,18498.462549623047,4.912721451093594,1.5918280552823691,0.0,0,-23.025850929940457,0.0,15.033296378372908,51076,5.420534999272286,1.6901945189330263,15.033296378372908,51076,5.420534999272286,1.6901945189330263,3.0,81.0,2.19722457733622,0.7871950081766445,2.018323514475785,16.59445982147311,1.4045344469813088,0.3397058934139874,5.448733279470239,881.4185722556098,3.390766311749633,1.221055946510366,812.8167075054498,436486170241,13.401011264213732,2.5953301715879755,14.66287829861518,46225,5.3706380281276624,1.6809467148946111,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9941419717303276,0.9767729829621864,-0.011750507644136,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:10000-15410898,993459,1.537667045359567,26,1,18.93562680440212,8.743953950189063,5.0,358.557962475592,0,917,917,8.0,19.106732636589165,604.3753154054772,646083,567,2.0,5.0,10.0,0.995007770844224,996.7241343521284,986960784681,13.808948071878868,2.6253167930412857,1.2400270341244852,2.364419942384821,0.4302663621851721,-0.8433508151303317,5.0990195135927845,676,3.258096538021482,1.1811431408094568,1.0,1,0.0,0.0,4.351508566509104,358.55796247559203,2.9410451637581843,1.0787650160531252,2.957017746005097,76.45673068302692,2.168362484413556,0.7739722672091663,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,18.93562680440212,128563.81245464802,5.8820903275163685,1.7719121966130704,0.0,0,-23.025850929940457,0.0,30.28200785945344,840889,6.821107472256465,1.920021844633556,30.28200785945344,840889,6.821107472256465,1.920021844633556,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,4.371124870852944,365.0672320461016,2.9500407670034074,1.0818189895794317,24.58404595272058,365269.52187147,6.4041953880779126,1.8569533049872629,803.79288377044,417423242889,13.378683257483646,2.593662638608024,23.81176179958132,321489,6.340359303727752,1.846935439355572,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9975007623276404,0.9900404640403916,-0.0050047319603488,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:18510898-52059136,2261483,1.5682993792636184,187,1,44.13087741643108,8.686697207624421,5.0,1947.5343415440664,0,3347,3347,7.0,43.94737429207812,2491.4402488147384,1441998,1323,2.0,5.0,9.0,0.9988605457953004,1503.8227954117467,5114305359289,14.631531350737136,2.6831788815117315,1.252317603191626,2.4595629429986507,0.4499918343560966,-0.7985258422577508,13.674794331177344,34969,5.231108616854587,1.654623228243748,1.0,1,0.0,0.0,6.643107512033136,1947.534341544067,3.787159705622461,1.3316163200986908,2.9473203435704813,75.45870837694991,2.1617927988655885,0.7709378769117958,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,44.13087741643108,3792890.01149348,7.574319411244922,2.024763500658636,0.0,0,-23.025850929940457,0.0,57.85326265648291,11202409,8.115819701211327,2.093815206489025,57.85326265648291,11202409,8.115819701211327,2.093815206489025,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,6.62928158189695,1931.3717071680087,3.7829928792766014,1.3305154633537473,49.9143290931045,6207274.513414046,7.820616235420937,2.056763353935963,1200.8322114267255,2079358232004,14.181540209863517,2.651941133672526,36.37306695894642,1750329,7.187657164114956,1.9723652721960503,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9994301105106352,0.9977223899464852,-0.0011401038762027,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr19:20573415-24631782,577132,1.5853097102046425,26,1,14.843846851075911,16.412612518575695,12.0,220.33978933819623,0,271,271,17.0,2.292374000763701,14.665802967114471,364051,204,6.0,12.0,23.0,0.9913345880214866,759.692042870004,333081345424,13.265826288823886,2.585191276552373,1.2590908268288838,2.5132068772691274,0.4607797890010288,-0.7748350312372139,5.0990195135927845,676,3.258096538021482,1.1811431408094568,1.0,1,0.0,0.0,3.852771320890446,220.33978933819623,2.69758542591769,0.9923570862002216,4.051248266716778,269.3738496849076,2.7980500952688234,1.0289227800389924,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,14.843846851075911,48549.62276560069,5.39517085183538,1.685504266760167,0.0,0,-23.025850929940457,0.0,16.46207763315433,73441,5.602118820879701,1.723144887052054,16.46207763315433,73441,5.602118820879701,1.723144887052054,4.123105625617661,289.0,2.833213344056216,1.0414115247747806,1.5140587837873736,5.254978559377376,0.8295879621391133,-0.1868261326119313,3.829595666270066,215.0857766702236,2.685518454910318,0.987873802397228,603.3663895180108,132533130601,12.805049246694514,2.549839565539799,14.2828568570857,41616,5.318119993844216,1.6711198562827467,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,4.795831523312719,529.0,3.1354942159291497,1.142786806294772,0.995657866951036,0.9827442654077304,-0.0087031749737651,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,4781524,1.5430278821463712,20,1,12.314013557701331,8.441228426284548,5.0,151.6349298992522,0,351,351,8.0,6.751321581053574,82.91773678563014,3098794,336,2.0,5.0,10.0,0.9881599391812104,2186.6696138191523,22862971762576,15.380269882104532,2.7330855115246155,1.242186734008366,2.380935045081116,0.4337466433061422,-0.8352946865264771,4.47213595499958,400,2.995732273553991,1.0971887003649488,1.0,1,0.0,0.0,3.509132878319277,151.6349298992522,2.510737927487384,0.9205767049505204,2.905379222456949,71.2543373447143,2.1331278461547427,0.7575893749432793,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,12.314013557701331,22993.15196555113,5.021475854974767,1.6137238855104656,0.0,0,-23.025850929940457,0.0,18.7349939951952,123201,5.860786223465865,1.768283762416163,18.7349939951952,123201,5.860786223465865,1.768283762416163,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.5983305372976653,45.58034309079973,1.9097382755058343,0.646966204138295,9.10591767948899,6875.351073651042,4.41784899324466,1.4856529245234809,1760.339171864331,9602524254436,14.946523561504629,2.704478735103616,18.33030277982336,112896,5.817111159963204,1.7608037742463332,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9940623416975468,0.9764600654026132,-0.0119107125733491,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,1919608,1.5555035147782752,20,1,9.506317830847635,7.513037284575666,5.0,90.3700787010917,0,199,199,7.0,5.313083141233335,50.09357661155912,1234076,193,2.0,5.0,9.0,0.9797462846225627,1385.4991880185278,3684894873664,14.467631556492446,2.671913847667468,1.2471982660260057,2.419591184487568,0.4417992969340209,-0.8168995793644735,4.47213595499958,400,2.995732273553991,1.0971887003649488,1.0,1,0.0,0.0,3.083231718643222,90.37007870109169,2.251956612394895,0.8117994438373602,2.740992025631535,56.4457292394241,2.016639816049495,0.7014326689303814,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,9.506317830847635,8166.751124441507,4.50391322478979,1.5049466243973055,0.0,0,-23.025850929940457,0.0,14.106735979665885,39601,5.293304824724492,1.666442781379039,14.106735979665885,39601,5.293304824724492,1.666442781379039,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,2.305012611946697,28.228852465657884,1.6701722959880645,0.5129267923572142,7.077681584499201,2509.366417738143,3.9138927885249166,1.364532476806417,1110.8897335019349,1522943573776,14.02583306988162,2.6409008485667544,13.892443989449804,37249,5.262690188904886,1.6606423387649305,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.989821339749029,0.9599027822317158,-0.0204616340784431,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:16847850-20509431,159212,1.6449219960739745,332,1,142.65215712843002,17.97128865287062,5.0,20349.63793339429,0,4932,4932,10.0,23.44265650098994,634.1367094610922,96791,785,2.0,5.0,12.0,0.9996473642774344,399.0137842230516,25348460944,11.977991926436149,2.483070959809329,1.2825451243811947,2.7057683731679885,0.4976929642930128,-0.6977719296591547,18.2208671582886,110224,5.805134968916488,1.7587428653389103,1.0,1,0.0,0.0,11.943707846746335,20349.63793339429,4.960409199370833,1.6014882372070605,4.239255672033785,322.96721584479627,2.888775409569386,1.060832678610827,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,142.65215712843002,414107764.02023983,9.920818398741666,2.294635417767006,0.0,0,-23.025850929940457,0.0,70.22819946431775,24324624,8.503499864284235,2.140477827490342,70.22819946431775,24324624,8.503499864284235,2.140477827490342,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,4.841761714602438,549.5581438234059,3.154557290240727,1.1488481660969143,25.182071190851087,402129.3662861417,6.452264561257219,1.864431163956896,311.11251983808046,9368497681,11.480309293735594,2.440633332491524,28.0178514522438,616225,6.665683717782408,1.8969725316825528,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.999823666591982,0.9992948529068216,-0.0003526979131628,0.0
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:20609431-50364777,1124750,1.4482163665509982,46,1,12.680489878182923,8.273797843547769,4.0,160.79482355069962,0,544,544,8.0,7.693078439774771,163.61599580706925,776646,305,2.0,4.0,10.0,0.9903992524500717,1060.5423141016108,1265062562500,13.933071346703418,2.634265247817649,1.2034186165050789,2.097330644346175,0.3703327072144816,-0.9933534687020146,6.782329983125268,2116,3.828641396489095,1.3425100134968837,1.0,1,0.0,0.0,3.560967548038444,160.79482355069956,2.540064582188907,0.9321895067658332,2.876421012916532,68.4557307558957,2.1130936350053924,0.7481530514265337,2.0,16.0,1.3862943611198906,0.3266342599782809,12.680489878182923,25854.975280700623,5.080129164377814,1.6253366873257786,0.0,0,-23.025850929940457,0.0,23.323807579381203,295936,6.298949246855942,1.8403828332737773,23.323807579381203,295936,6.298949246855942,1.8403828332737773,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,2.773639926121408,59.18345588052743,2.0403210206778737,0.7131071585532438,12.791246843332718,26770.194083938903,5.097522193270934,1.6287545772129417,881.2752124052962,603179009316,13.562739927077676,2.607326321619977,17.46424919657298,93025,5.720311776607412,1.744023310306184,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.9951880487878016,0.9808906792536608,-0.0096471318480599,0.0
