sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr,sqrt_sum_diff,square_sum_diff,log_sum_diff,loglog_sum_diff,sqrt_mean_diff,square_mean_diff,log_mean_diff,loglog_mean_diff,sqrt_max_diff,square_max_diff,log_max_diff,loglog_max_diff,sqrt_min_diff,square_min_diff,log_min_diff,loglog_min_diff,sqrt_std_deviation,square_std_deviation,log_std_deviation,loglog_std_deviation,sqrt_mean,square_mean,log_mean,loglog_mean,sqrt_median,square_median,log_median,loglog_median,sqrt_variance,square_variance,log_variance,loglog_variance,sqrt_min_value,square_min_value,log_min_value,loglog_min_value,sqrt_max_value,square_max_value,log_max_value,loglog_max_value,sqrt_range_value,square_range_value,log_range_value,loglog_range_value,sqrt_iqr,square_iqr,log_iqr,loglog_iqr,sqrt_abs_skewness,square_abs_skewness,log_abs_skewness,loglog_abs_skewness,sqrt_kurtosis,square_kurtosis,log_kurtosis,loglog_kurtosis,sqrt_count,square_count,log_count,loglog_count,sqrt_unique_count,square_unique_count,log_unique_count,loglog_unique_count,sqrt_percentile_25,square_percentile_25,log_percentile_25,loglog_percentile_25,sqrt_percentile_50,square_percentile_50,log_percentile_50,loglog_percentile_50,sqrt_percentile_75,square_percentile_75,log_percentile_75,loglog_percentile_75,sqrt_autocorr,square_autocorr,log_autocorr,loglog_autocorr
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:18024675-38818835,1336653,1.121081382114571,10,1,6.432882311042527,6.958441318806666,5.0,41.381974827723845,0,59,59,8.0,1.593819751681773,2.7219391981838337,1192290,60,2.0,5.0,10.0,0.9831354986476972,1156.1371025964006,1786641242409,14.10567928612347,2.6465775025374083,1.058811306189432,1.256823465323917,0.114293739237778,-2.168983484504157,3.1622776601683795,100,2.302585092994046,0.834032445247956,1.0,1,0.0,0.0,2.536312739202823,41.381974827723845,1.861422697693278,0.6213410865778392,2.6378857668228672,48.419905587275856,1.939955500818812,0.6626650350899014,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,6.432882311042527,1712.46784064237,3.722845395386556,1.3144882671377844,0.0,0,-23.025850929940457,0.0,7.681145747868608,3481,4.07753744390572,1.4054932385256125,7.681145747868608,3481,4.07753744390572,1.4054932385256125,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,1.2624657427755308,2.540261400850948,0.4661334947280187,-0.7632832165075768,1.6498300513034163,7.408952998609651,1.0013445667953114,0.0013436636748244,1091.9203267638163,1421555444100,13.991386385608166,2.638441882095435,7.745966692414834,3600,4.0943445622221,1.4096066464289525,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,0.991531894922043,0.9665554087012562,-0.0170083263732658,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,4887660,1.1236723283337775,9,1,6.815171771427947,7.468905706825794,5.0,46.44656627406834,0,75,75,8.0,1.4449661173239217,1.999791663994417,4349721,76,3.0,5.0,11.0,0.9848784446809952,2210.8052831491063,23889220275600,15.40222421931282,2.734511928816108,1.0600341165895453,1.2626395014630527,0.11660218613574,-2.148987256221437,3.0,81,2.19722457733622,0.7871950081766445,1.0,1,0.0,0.0,2.610588395635732,46.44656627406834,1.919151269735912,0.6518830412955614,2.732929875943727,55.78455245745491,2.01074849669031,0.6985070391654623,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,6.815171771427947,2157.2835186514226,3.838302539471824,1.3450302218555068,0.0,0,-23.025850929940457,0.0,8.660254037844387,5625,4.31748811353631,1.4626737779454593,8.660254037844387,5625,4.31748811353631,1.4626737779454593,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,1.2020674345992082,2.087927080214169,0.3680858730707423,-0.9994390172995412,1.4141399025536396,3.99916669938156,0.6930430071312906,-0.366663222365324,2085.598475258361,18920072777841,15.285622263076908,2.726912665215933,8.717797887081348,5776,4.330733340286331,1.465736890326896,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,0.9924104214895142,0.969985550797256,-0.0152370518404796,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,2225444,1.1204751276457448,9,1,6.787203792676936,6.847208334466171,4.0,46.06613532332818,0,53,53,7.0,1.6088495641285152,2.388423885771682,1986162,54,2.0,4.0,9.0,0.9848692865996168,1491.792210731776,4952600997136,14.615467004236711,2.6820803518150464,1.0585249773367391,1.255464511672748,0.1137528164629392,-2.173727461343852,3.0,81,2.19722457733622,0.7871950081766445,1.0,1,0.0,0.0,2.605226245967313,46.06613532332819,1.9150390441865344,0.6497380110339208,2.616717091025732,46.884261975583,1.9238410267924568,0.6543237224225181,2.0,16.0,1.3862943611198906,0.3266342599782809,6.787203792676936,2122.0888236271844,3.8300780883730687,1.342885191593866,0.0,0,-23.025850929940457,0.0,7.280109889280518,2809,3.970291913552122,1.3788396218579066,7.280109889280518,2809,3.970291913552122,1.3788396218579066,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.2684043377915872,2.5883969199965136,0.4755193671373207,-0.7433476677791963,1.5454526475345929,5.7045686581247015,0.8706336863824794,-0.1385339573176756,1409.3125983968212,3944839490244,14.5017146912575,2.674266897004491,7.3484692283495345,2916,3.9889840465642745,1.3835365735581089,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.0,16.0,1.3862943611198906,0.3266342599782809,3.0,81.0,2.19722457733622,0.7871950081766445,0.9924058074193324,0.9699675116872382,-0.0152463505757775,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,1780236,1.1226658897335091,12,1,6.603681878108685,6.84929019759441,5.0,43.60861434726105,0,94,94,7.0,1.803829963603616,3.8631786610292966,1585723,91,2.0,5.0,9.0,0.983923084035541,1334.254848220534,3169240215696,14.392256497749411,2.666690318734374,1.059559290334198,1.2603786999711315,0.1157061156691323,-2.1567017881921253,3.4641016151377544,144,2.4849066497880004,0.910235093365326,1.0,1,0.0,0.0,2.5697630003774057,43.60861434726105,1.887627353805656,0.6353206720798121,2.6171148613682225,46.91277621086287,1.924145026115992,0.6544817268019455,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,6.603681878108685,1901.711245288143,3.775254707611311,1.3284678526397573,0.0,0,-23.025850929940457,0.0,9.69535971483266,8836,4.543294782270004,1.5136524718106426,9.69535971483266,8836,4.543294782270004,1.5136524718106426,2.6457513110645907,49.0,1.9459101490553128,0.6657298105782764,1.343067371208018,3.2538025375942223,0.5899121619894919,-0.527781631149711,1.9654970519004336,14.92414936703211,1.3514903319103806,0.3012079331093557,1259.254938445746,2514517432729,14.276551012707644,2.658618402018651,9.539392014169456,8281,4.51085950651685,1.50648771329857,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.0,81.0,2.19722457733622,0.7871950081766445,0.9919289712653528,0.9681046352980102,-0.0162075516156017,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,1083708,1.5059385261449398,18,1,8.916734058924954,8.480213278045202,5.0,79.50814627759227,0,95,95,10.0,1.8920244124492889,4.623242464550145,719624,96,2.0,5.0,12.0,0.9797122913782776,1041.0129682189363,1174423029264,13.895899052000662,2.631593764375907,1.2271668697226714,2.267850844527594,0.4094163092517032,-0.8930227695877366,4.242640687119285,324,2.8903717578961645,1.0613851298016763,1.0,1,0.0,0.0,2.9860900955806664,79.50814627759227,2.1879297426556192,0.7829557737405404,2.912080575472664,71.91401724113415,2.137735600200416,0.7597471380707288,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,8.916734058924954,6321.54532449901,4.375859485311239,1.4761029543004858,0.0,0,-23.025850929940457,0.0,9.746794344808963,9025,4.553876891600541,1.5159789342503565,9.746794344808963,9025,4.553876891600541,1.5159789342503565,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,1.3755087831232808,3.5797563773040766,0.6376473735323258,-0.4499698544978323,2.150172659241612,21.3743708860197,1.5310962910783454,0.4259840089357657,848.3065483656247,517858701376,13.4864841323645,2.601688008553144,9.797958971132712,9216,4.564348191467836,1.5182757199460604,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9898041681960515,0.9598361738776752,-0.0204963306468777,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,3987860,1.4986095661846497,22,1,9.1746638767005,8.947002695561624,6.0,84.17445725043305,0,90,90,11.0,1.7260312615731417,3.5127995563262924,2661041,89,2.0,6.0,13.0,0.9810445571843522,1996.9626936925988,15903027379600,15.198765304131712,2.7212141945615613,1.224177097557641,2.245830631860144,0.4045377223419859,-0.9050102901148284,4.69041575982343,484,3.091042453358316,1.1285083975617491,1.0,1,0.0,0.0,3.028970761942165,84.17445725043304,2.216445758577524,0.7959049032489104,2.9911540741930405,80.04885723438696,2.191318581846472,0.7845034548109819,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,9.1746638767005,7085.339253404981,4.432891517155047,1.4890520838088557,0.0,0,-23.025850929940457,0.0,9.486832980505138,8100,4.499809670330265,1.5040351003996315,9.486832980505138,8100,4.499809670330265,1.5040351003996315,3.3166247903554,121.0,2.3978952727983707,0.874591382923689,1.3137850895687395,2.979183915927771,0.545824704648512,-0.6054574085433272,1.8742463969089795,12.339760722926195,1.2564133139633509,0.2282610855406859,1631.2697508382848,7081139203681,14.794227957582578,2.69423710183313,9.433981132056603,7921,4.48863636973214,1.5015489517809617,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.449489742783178,36.0,1.791759469228055,0.5831980807826592,3.605551275463989,169.0,2.5649493574615367,0.9419387347481112,0.9904769342010707,0.9624484231810416,-0.0191374002807031,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,1771912,1.4943234814406263,18,1,8.915492763390766,8.279229491896778,5.0,79.48601121407313,0,79,79,10.0,1.8038047382624145,3.715527504911312,1185763,79,2.0,5.0,12.0,0.9801194575267674,1331.1318492170487,3139672135744,14.387569747514446,2.66636462182179,1.2224252457474143,2.233002667184834,0.401673583648724,-0.9121155011715484,4.242640687119285,324,2.8903717578961645,1.0613851298016763,1.0,1,0.0,0.0,2.9858822420502062,79.48601121407312,2.1877905233030885,0.7828921410839189,2.8773650258347097,68.54564097949338,2.113749907532935,0.7484635774851452,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,8.915492763390766,6318.025978723759,4.375581046606177,1.4760393216438643,0.0,0,-23.025850929940457,0.0,8.888194417315589,6241,4.3694478524670215,1.4746366515748413,8.888194417315589,6241,4.3694478524670215,1.4746366515748413,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,1.3430579802310898,3.253711533777938,0.5898981775685146,-0.5278053373684296,1.9275703631544328,13.80514463975248,1.3125206613362876,0.2719494573302431,1088.9274539655985,1406033892169,13.985897007204924,2.6380494652623487,8.888194417315589,6241,4.3694478524670215,1.4746366515748413,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.9900098269849484,0.9606341510225648,-0.0200808193106873,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,1513590,1.5207313544404524,24,1,9.283605695893662,8.634224684895585,5.0,86.18533471682926,0,109,109,10.0,1.938682866976518,4.843195858535374,995305,108,2.0,5.0,12.0,0.9807864910950382,1230.2804558311084,2290954688100,14.229994870492598,2.65535205163034,1.2331793683160823,2.3126238523782927,0.419191373377742,-0.869427724961521,4.898979485566356,576,3.1780538303479458,1.1562690064065475,1.0,1,0.0,0.0,3.0469009987023967,86.18533471682925,2.2282500161502465,0.8012165312766405,2.9384051260667894,74.54983590926027,2.1557339200626484,0.7681312317305831,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,9.283605695893662,7427.911920251895,4.456500032300493,1.4943637118365858,0.0,0,-23.025850929940457,0.0,10.44030650891055,11881,4.691347882229144,1.5457199360997629,10.44030650891055,11881,4.691347882229144,1.5457199360997629,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,1.3923659242370583,3.758491258708291,0.6620088079466179,-0.4124764180783263,2.2007262116254656,23.4565461241342,1.5775748041758035,0.455888733754799,997.649738134582,990632043025,13.810804501832507,2.6254512207449,10.392304845413264,11664,4.68213122712422,1.5437533966819692,1.4142135623730951,4.0,0.6931471805599453,-0.3665129205816643,2.23606797749979,25.0,1.6094379124341005,0.4758849953271105,3.4641016151377544,144.0,2.4849066497880004,0.910235093365326,0.990346651983556,0.9619421411145176,-0.0194004872483896,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,1319658,1.4834768669392324,16,1,14.338444932976286,13.839441888908372,8.0,205.59100309599333,0,151,151,18.0,1.6020279879090975,3.220034467446343,889572,152,3.0,8.0,21.0,0.9928037328220248,1148.7636832699752,1741497236964,14.092883170083615,2.645669930249774,1.2179806512992035,2.200703614743841,0.3943885670573792,-0.9304186448650515,4.0,256,2.772588722239781,1.0197814405382262,1.0,1,0.0,0.0,3.786613913904649,205.59100309599333,2.6629443866814064,0.9794324229041542,3.7201400361959993,191.53015179647173,2.627522623430484,0.9660414339813715,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,14.338444932976286,42267.66055401674,5.325888773362813,1.6725796034640996,0.0,0,-23.025850929940457,0.0,12.288205727444508,22801,5.017279836814924,1.612887921665338,12.288205727444508,22801,5.017279836814924,1.612887921665338,4.242640687119285,324.0,2.8903717578961645,1.0613851298016763,1.2657124428198916,2.566493674044072,0.471270319098488,-0.7523234236990746,1.794445448445381,10.368621971542456,1.1693920636749109,0.1564840100722259,943.1712463810588,791338343184,13.69849572716297,2.6172860258685056,12.328828005937952,23104,5.0238805208462765,1.614202647204422,1.7320508075688772,9.0,1.0986122886681098,0.0940478276166991,2.8284271247461903,64.0,2.079441541679836,0.7320993680864453,4.58257569495584,441.0,3.044522437723423,1.1133440539599853,0.9963953697313256,0.9856592519053464,-0.0072222852055517,0.0
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,5116555,1.4886797256308235,17,1,15.815830906536783,15.923956117237944,10.0,250.1405072641641,0,169,169,20.0,1.3556514793012764,1.710106212204289,3436976,165,4.0,10.0,24.0,0.9940299429556712,2261.980327058571,26179135068025,15.447991918986986,2.7374790220154464,1.220114636266127,2.216167325504264,0.3978896369667478,-0.9215806062042016,4.123105625617661,289,2.833213344056216,1.0414115247747806,1.0,1,0.0,0.0,3.9769122326921904,250.1405072641641,2.7610113945198624,1.0155970598934538,3.9904831934538887,253.57237842371973,2.7678246493717733,1.018061686533377,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,15.815830906536783,62570.27337437334,5.522022789039725,1.7087442404533992,0.0,0,-23.025850929940457,0.0,13.0,28561,5.1298987149230735,1.6350859153080564,13.0,28561,5.1298987149230735,1.6350859153080564,4.47213595499958,400.0,2.995732273553991,1.0971887003649488,1.1643244733755604,1.837790933331739,0.3042821353183532,-1.1897999312677177,1.3077102936829277,2.9244632570197004,0.5365554809858422,-0.6225853094233748,1853.90830409705,11812804024576,15.050102572973724,2.7113848066516413,12.84523257866513,27225,5.10594547390058,1.6304056399335578,2.0,16.0,1.3862943611198906,0.3266342599782809,3.1622776601683795,100.0,2.302585092994046,0.834032445247956,4.898979485566356,576.0,3.1780538303479458,1.1562690064065475,0.9970105029314742,0.9880955274924548,-0.0059879490814141,0.0
